 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2024 |      178931 | LUCIANO DUCCI                                       | Ambiental e energetico      |        20 |        18 |          0 |          38
      2025 |      178931 | LUCIANO DUCCI                                       | Ambiental e energetico      |        20 |        19 |          0 |          39
      2026 |      178931 | LUCIANO DUCCI                                       | Ambiental e energetico      |         7 |         5 |          0 |          12
      2023 |      178931 | LUCIANO DUCCI                                       | Cultura e sociedade         |         5 |        14 |          0 |          19
      2024 |      178931 | LUCIANO DUCCI                                       | Cultura e sociedade         |         1 |         3 |          0 |           4
      2025 |      178931 | LUCIANO DUCCI                                       | Cultura e sociedade         |        26 |        18 |          0 |          44
      2026 |      178931 | LUCIANO DUCCI                                       | Cultura e sociedade         |         9 |         3 |          0 |          12
      2023 |      178931 | LUCIANO DUCCI                                       | Economico                   |        72 |        75 |          0 |         147
      2024 |      178931 | LUCIANO DUCCI                                       | Economico                   |        88 |        78 |          0 |         166
      2025 |      178931 | LUCIANO DUCCI                                       | Economico                   |        58 |        46 |          0 |         104
      2026 |      178931 | LUCIANO DUCCI                                       | Economico                   |        24 |        14 |          0 |          38
      2023 |      178931 | LUCIANO DUCCI                                       | Infraestrutura e tecnologia |         8 |        13 |          0 |          21
      2024 |      178931 | LUCIANO DUCCI                                       | Infraestrutura e tecnologia |        16 |         5 |          0 |          21
      2025 |      178931 | LUCIANO DUCCI                                       | Infraestrutura e tecnologia |        16 |         9 |          0 |          25
      2026 |      178931 | LUCIANO DUCCI                                       | Infraestrutura e tecnologia |         2 |         0 |          0 |           2
      2023 |      178931 | LUCIANO DUCCI                                       | Institucional e juridico    |        31 |        30 |          0 |          61
      2024 |      178931 | LUCIANO DUCCI                                       | Institucional e juridico    |        31 |        31 |          0 |          62
      2025 |      178931 | LUCIANO DUCCI                                       | Institucional e juridico    |        57 |        47 |          0 |         104
      2026 |      178931 | LUCIANO DUCCI                                       | Institucional e juridico    |        22 |        16 |          0 |          38
      2023 |      178931 | LUCIANO DUCCI                                       | Internacional               |         1 |         7 |          0 |           8
      2024 |      178931 | LUCIANO DUCCI                                       | Internacional               |         2 |         4 |          0 |           6
      2025 |      178931 | LUCIANO DUCCI                                       | Internacional               |         4 |         4 |          0 |           8
      2026 |      178931 | LUCIANO DUCCI                                       | Internacional               |         2 |         1 |          0 |           3
      2023 |      178931 | LUCIANO DUCCI                                       | Seguranca                   |         3 |         3 |          0 |           6
      2024 |      178931 | LUCIANO DUCCI                                       | Seguranca                   |        15 |        17 |          0 |          32
      2025 |      178931 | LUCIANO DUCCI                                       | Seguranca                   |        24 |         6 |          0 |          30
      2026 |      178931 | LUCIANO DUCCI                                       | Seguranca                   |         8 |        13 |          0 |          21
      2023 |      178931 | LUCIANO DUCCI                                       | Social                      |        23 |        23 |          0 |          46
      2024 |      178931 | LUCIANO DUCCI                                       | Social                      |        21 |        20 |          0 |          41
      2025 |      178931 | LUCIANO DUCCI                                       | Social                      |        62 |        55 |          0 |         117
      2026 |      178931 | LUCIANO DUCCI                                       | Social                      |        13 |        12 |          0 |          25
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Ambiental e energetico      |        13 |         6 |          0 |          19
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Ambiental e energetico      |        27 |        20 |          0 |          49
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Ambiental e energetico      |        33 |        25 |          0 |          58
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Ambiental e energetico      |         7 |         6 |          0 |          13
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Cultura e sociedade         |        14 |         7 |          0 |          21
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Cultura e sociedade         |         3 |         0 |          0 |           3
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Cultura e sociedade         |        24 |        26 |          0 |          50
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Cultura e sociedade         |         9 |         2 |          0 |          11
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Economico                   |        69 |        77 |          0 |         146
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Economico                   |        91 |        72 |          3 |         186
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Economico                   |        65 |        48 |          0 |         113
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Economico                   |        22 |        16 |          0 |          38
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Infraestrutura e tecnologia |        15 |         8 |          0 |          23
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Infraestrutura e tecnologia |        13 |        12 |          0 |          25
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Infraestrutura e tecnologia |        23 |        14 |          0 |          37
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Infraestrutura e tecnologia |         0 |         2 |          0 |           2
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Institucional e juridico    |        28 |        40 |          0 |          68
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Institucional e juridico    |        48 |        38 |          0 |          94
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Institucional e juridico    |        97 |        73 |          0 |         170
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Institucional e juridico    |        27 |        12 |          0 |          39
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Internacional               |         7 |         2 |          0 |           9
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Internacional               |         4 |         2 |          0 |           6
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Internacional               |        10 |         2 |          0 |          12
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Internacional               |         1 |         2 |          0 |           3
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Seguranca                   |         5 |         3 |          0 |           8
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Seguranca                   |        24 |        11 |          0 |          37
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Seguranca                   |        29 |        24 |          0 |          53
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Seguranca                   |         8 |        10 |          0 |          18
      2023 |      220552 | LUCIANO LORENZINI ZUCCO                             | Social                      |        21 |        26 |          0 |          47
      2024 |      220552 | LUCIANO LORENZINI ZUCCO                             | Social                      |        26 |        16 |          0 |          52
      2025 |      220552 | LUCIANO LORENZINI ZUCCO                             | Social                      |        78 |        69 |          0 |         147
      2026 |      220552 | LUCIANO LORENZINI ZUCCO                             | Social                      |        16 |        12 |          0 |          28
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Ambiental e energetico      |         7 |         5 |          0 |          12
      2024 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Ambiental e energetico      |        20 |        14 |          0 |          34
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Cultura e sociedade         |         5 |         9 |          0 |          14
      2024 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Cultura e sociedade         |         0 |         2 |          0 |           2
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Economico                   |        59 |        61 |          0 |         120
      2024 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Economico                   |        61 |        52 |          0 |         113
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Infraestrutura e tecnologia |         3 |         2 |          0 |           5
      2024 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Infraestrutura e tecnologia |        13 |         5 |          0 |          18
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Institucional e juridico    |        22 |        28 |          0 |          50
      2024 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Institucional e juridico    |        20 |        20 |          0 |          40
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Internacional               |         1 |         7 |          0 |           8
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Seguranca                   |         1 |         2 |          0 |           3
      2024 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Seguranca                   |        11 |        10 |          0 |          21
      2023 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Social                      |        12 |        22 |          0 |          34
      2024 |      103758 | LUCIANO PALMA DE AZEVEDO                            | Social                      |         9 |        15 |          0 |          24
      2023 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Ambiental e energetico      |         1 |         1 |          0 |           5
      2024 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Ambiental e energetico      |         6 |         5 |          0 |          11
      2023 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Cultura e sociedade         |         3 |         3 |          0 |           6
      2023 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Economico                   |         9 |        14 |          0 |          36
      2024 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Economico                   |        13 |         7 |          0 |          20
      2023 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Infraestrutura e tecnologia |         2 |         0 |          0 |           2
      2024 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Institucional e juridico    |         2 |         3 |          0 |          11
      2024 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Institucional e juridico    |         2 |         0 |          0 |           2
      2023 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Social                      |         1 |         0 |          0 |           1
      2024 |      227323 | LUCIANO RODRIGUES SEIDEL                            | Social                      |         0 |         1 |          0 |           1
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Ambiental e energetico      |        11 |         8 |          0 |          19
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Ambiental e energetico      |        21 |        19 |          0 |          40
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Ambiental e energetico      |        38 |        22 |          0 |          60
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Ambiental e energetico      |         5 |         5 |          0 |          10
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Cultura e sociedade         |         7 |        13 |          0 |          20
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Cultura e sociedade         |        21 |        21 |          0 |          42
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Cultura e sociedade         |         9 |         2 |          0 |          11
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Economico                   |        81 |        69 |          0 |         150
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Economico                   |        90 |        90 |          0 |         180
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Economico                   |        57 |        54 |          0 |         111
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Economico                   |        18 |         9 |          0 |          27
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Infraestrutura e tecnologia |        10 |        13 |          0 |          23
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Infraestrutura e tecnologia |        16 |         8 |          0 |          24
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Infraestrutura e tecnologia |        19 |        14 |          0 |          33
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Institucional e juridico    |        29 |        30 |          0 |          59
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Institucional e juridico    |        33 |        30 |          0 |          63
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Institucional e juridico    |        89 |        63 |          0 |         152
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Institucional e juridico    |        21 |        17 |          0 |          38
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Internacional               |         1 |         7 |          0 |           8
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Internacional               |         2 |         4 |          0 |           6
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Internacional               |         6 |        10 |          0 |          16
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Internacional               |         2 |         1 |          0 |           3
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Seguranca                   |         2 |         4 |          0 |           6
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Seguranca                   |        10 |         6 |          0 |          16
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Seguranca                   |        22 |        14 |          0 |          36
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Seguranca                   |         7 |        13 |          0 |          20
      2023 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Social                      |        27 |        23 |          0 |          50
      2024 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Social                      |        19 |        25 |          0 |          44
      2025 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Social                      |        69 |        51 |          0 |         120
      2026 |      220581 | LUCIANO SURUAGY DO AMARAL FILHO                     | Social                      |        12 |        14 |          0 |          26
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Ambiental e energetico      |        13 |         4 |          0 |          17
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Ambiental e energetico      |        19 |        10 |          0 |          29
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Ambiental e energetico      |        25 |        17 |          0 |          42
      2026 |      220616 | LUCIANO VIEIRA MENDES                               | Ambiental e energetico      |         4 |         5 |          0 |           9
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Cultura e sociedade         |         7 |         6 |          0 |          14
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Cultura e sociedade         |         0 |         3 |          0 |           3
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Cultura e sociedade         |        20 |        19 |          0 |          39
      2026 |      220616 | LUCIANO VIEIRA MENDES                               | Cultura e sociedade         |         8 |         2 |          0 |          10
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Economico                   |        74 |        58 |          4 |         137
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Economico                   |        58 |        53 |          0 |         111
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Economico                   |        52 |        44 |          0 |          96
      2026 |      220616 | LUCIANO VIEIRA MENDES                               | Economico                   |        12 |         8 |          0 |          20
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Infraestrutura e tecnologia |        12 |         9 |          2 |          23
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Infraestrutura e tecnologia |         6 |         1 |          0 |           7
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Infraestrutura e tecnologia |        17 |        11 |          0 |          28
      2026 |      220616 | LUCIANO VIEIRA MENDES                               | Infraestrutura e tecnologia |         0 |         2 |          0 |           2
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Institucional e juridico    |        24 |        28 |          2 |          55
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Institucional e juridico    |        28 |        25 |          0 |          53
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Institucional e juridico    |        62 |        62 |          0 |         124
      2026 |      220616 | LUCIANO VIEIRA MENDES                               | Institucional e juridico    |        15 |        13 |          0 |          28
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Internacional               |         3 |         4 |          0 |           7
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Internacional               |         3 |         2 |          0 |           5
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Internacional               |         5 |         6 |          0 |          11
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Seguranca                   |         2 |         3 |          0 |           6
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Seguranca                   |        16 |        12 |          0 |          28
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Seguranca                   |        14 |        15 |          0 |          29
      2026 |      220616 | LUCIANO VIEIRA MENDES                               | Seguranca                   |         1 |         5 |          0 |           6
      2023 |      220616 | LUCIANO VIEIRA MENDES                               | Social                      |        22 |        16 |          2 |          46
      2024 |      220616 | LUCIANO VIEIRA MENDES                               | Social                      |        13 |        14 |          0 |          27
      2025 |      220616 | LUCIANO VIEIRA MENDES                               | Social                      |        62 |        44 |          0 |         106
      2026 |      220616 | LUCIANO VIEIRA MENDES                               | Social                      |        10 |        12 |          0 |          22
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Ambiental e energetico      |         8 |        11 |          0 |          19
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Ambiental e energetico      |        20 |        21 |          0 |          41
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Ambiental e energetico      |        25 |        25 |          0 |          50
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Ambiental e energetico      |         4 |         1 |          0 |           5
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Cultura e sociedade         |         7 |        12 |          0 |          19
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Cultura e sociedade         |         0 |         1 |          0 |           1
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Cultura e sociedade         |        25 |        18 |          0 |          43
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Cultura e sociedade         |         5 |         7 |          0 |          12
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Economico                   |        70 |        75 |          0 |         145
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Economico                   |        75 |        80 |          0 |         156
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Economico                   |        69 |        39 |          0 |         108
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Economico                   |        14 |        12 |          0 |          26
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Infraestrutura e tecnologia |         5 |        13 |          0 |          18
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Infraestrutura e tecnologia |        14 |        11 |          0 |          25
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Infraestrutura e tecnologia |        15 |        11 |          0 |          26
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Infraestrutura e tecnologia |         2 |         0 |          0 |           2
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Institucional e juridico    |        32 |        29 |          0 |          61
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Institucional e juridico    |        30 |        37 |          0 |          69
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Institucional e juridico    |        74 |        77 |          0 |         151
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Institucional e juridico    |        11 |        23 |          0 |          34
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Internacional               |         1 |         7 |          0 |           8
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Internacional               |         2 |         4 |          0 |           6
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Internacional               |         6 |         6 |          0 |          12
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Internacional               |         1 |         1 |          0 |           2
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Seguranca                   |         3 |         4 |          0 |           7
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Seguranca                   |        14 |        19 |          0 |          33
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Seguranca                   |        24 |        20 |          0 |          44
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Seguranca                   |         6 |        14 |          0 |          20
      2023 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Social                      |        28 |        23 |          0 |          51
      2024 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Social                      |        22 |        27 |          0 |          49
      2025 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Social                      |        56 |        78 |          0 |         134
      2026 |      221338 | LUCIENE CAVALCANTE DA SILVA                         | Social                      |        13 |        15 |          0 |          28
      2023 |      178954 | LUCIO ANTONIO MOSQUINI                              | Ambiental e energetico      |         7 |         4 |          0 |          12
      2024 |      178954 | LUCIO ANTONIO MOSQUINI                              | Ambiental e energetico      |        23 |        10 |          0 |          33
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Ambiental e energetico      |        25 |        15 |          0 |          40
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Ambiental e energetico      |         5 |         2 |          0 |           7
      2023 |      178954 | LUCIO ANTONIO MOSQUINI                              | Cultura e sociedade         |         6 |         4 |          0 |          10
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Cultura e sociedade         |        14 |        17 |          0 |          31
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Cultura e sociedade         |         8 |         2 |          0 |          10
      2023 |      178954 | LUCIO ANTONIO MOSQUINI                              | Economico                   |        50 |        39 |          0 |         100
      2024 |      178954 | LUCIO ANTONIO MOSQUINI                              | Economico                   |        56 |        47 |          0 |         106
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Economico                   |        44 |        44 |          0 |          88
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Economico                   |        18 |         3 |          0 |          21
      2023 |      178954 | LUCIO ANTONIO MOSQUINI                              | Infraestrutura e tecnologia |         5 |         7 |          0 |          12
      2024 |      178954 | LUCIO ANTONIO MOSQUINI                              | Infraestrutura e tecnologia |         4 |         5 |          0 |           9
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Infraestrutura e tecnologia |         8 |         8 |          2 |          18
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Infraestrutura e tecnologia |         0 |         2 |          1 |           3
      2023 |      178954 | LUCIO ANTONIO MOSQUINI                              | Institucional e juridico    |        16 |        18 |          0 |          34
      2024 |      178954 | LUCIO ANTONIO MOSQUINI                              | Institucional e juridico    |        26 |        16 |          0 |          42
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Institucional e juridico    |        56 |        64 |          0 |         120
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Institucional e juridico    |        18 |         4 |          1 |          23
      2023 |      178954 | LUCIO ANTONIO MOSQUINI                              | Internacional               |         1 |         0 |          0 |           1
      2024 |      178954 | LUCIO ANTONIO MOSQUINI                              | Internacional               |         2 |         3 |          0 |           5
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Internacional               |         0 |         5 |          0 |           5
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Internacional               |         1 |         1 |          0 |           2
      2024 |      178954 | LUCIO ANTONIO MOSQUINI                              | Seguranca                   |        18 |        11 |          0 |          29
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Seguranca                   |        15 |        14 |          0 |          29
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Seguranca                   |         6 |         4 |          2 |          12
      2023 |      178954 | LUCIO ANTONIO MOSQUINI                              | Social                      |         6 |        12 |          0 |          24
      2024 |      178954 | LUCIO ANTONIO MOSQUINI                              | Social                      |         7 |         7 |          0 |          14
      2025 |      178954 | LUCIO ANTONIO MOSQUINI                              | Social                      |        43 |        42 |          2 |          87
      2026 |      178954 | LUCIO ANTONIO MOSQUINI                              | Social                      |         9 |         7 |          0 |          16
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Ambiental e energetico      |         7 |         4 |          0 |          11
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Ambiental e energetico      |        19 |        11 |          0 |          30
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Ambiental e energetico      |        21 |        14 |          0 |          35
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Ambiental e energetico      |         5 |         5 |          0 |          10
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Cultura e sociedade         |         4 |         8 |          0 |          12
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Cultura e sociedade         |         0 |         1 |          0 |           1
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Cultura e sociedade         |        15 |        20 |          0 |          35
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Cultura e sociedade         |         8 |         2 |          0 |          10
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Economico                   |        50 |        38 |          0 |          88
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Economico                   |        63 |        44 |          0 |         107
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Economico                   |        41 |        34 |          0 |          75
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Economico                   |        16 |        13 |          0 |          29
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Infraestrutura e tecnologia |         6 |         4 |          0 |          10
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Infraestrutura e tecnologia |        15 |         7 |          0 |          22
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Infraestrutura e tecnologia |         5 |        12 |          0 |          17
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Infraestrutura e tecnologia |         0 |         1 |          0 |           1
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Institucional e juridico    |        15 |        16 |          0 |          31
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Institucional e juridico    |        29 |        21 |          0 |          50
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Institucional e juridico    |        46 |        47 |          0 |          93
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Institucional e juridico    |        18 |        10 |          0 |          28
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Internacional               |         1 |         4 |          0 |           5
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Internacional               |         2 |         1 |          0 |           3
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Internacional               |         2 |         4 |          0 |           6
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Internacional               |         0 |         3 |          0 |           3
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Seguranca                   |         1 |         2 |          0 |           3
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Seguranca                   |        20 |        10 |          0 |          30
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Seguranca                   |        18 |        16 |          0 |          34
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Seguranca                   |         7 |         5 |          0 |          12
      2023 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Social                      |         4 |        17 |          0 |          21
      2024 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Social                      |        14 |        18 |          0 |          32
      2025 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Social                      |        42 |        45 |          0 |          87
      2026 |      204410 | LUISA CANZIANI DOS SANTOS SILVEIRA                  | Social                      |         8 |         8 |          0 |          16
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Ambiental e energetico      |        11 |         5 |          0 |          16
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Ambiental e energetico      |        27 |        19 |          0 |          46
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Ambiental e energetico      |        26 |        17 |          0 |          43
